,TEFF,J-H
4224,13260.512,-0.1804516024589553
4225,12287.37,-0.14776722931862096
4226,10039.286,-0.1617263200283059
4227,11238.651000000002,-0.2741101975440987
4228,13043.293,-0.18525590801238856
4229,12704.356000000002,-0.14225492048263533
4230,14631.322,-0.12362089991569647
4231,9718.936,-0.0881802370548268
4232,10433.758,-0.13711984920501763
4233,10154.617,-0.13917532753944428
4234,10354.747,-0.16870590305328292
4235,10031.527,-0.17751227593422136
4236,9982.858,-0.21629439377784898
4237,12741.902,-0.04014956498146205
4238,13146.237,-0.2584118275642382
4239,13265.237,-0.2121624844074237
4240,11538.029,-0.1557324025630944
4241,12129.473999999998,-0.8423832759857186
4242,14786.409,-0.1276589088439941
4243,9911.418,-0.1678602693080915
4244,9542.566,-0.24003270864486836
4245,14179.615,-0.3108301420211763
4246,12829.348999999998,-0.011122684717177478
4247,11800.568,6.119847297547665e-05
4248,19231.94,-0.05884660625457627
4249,11064.479,-0.2843588500022882
4250,12335.46,-0.17340656423568923
4251,11818.268999999998,-0.08843637847900077
4252,10205.178,-0.08332425928115939
4253,18912.352,-0.11391730737686068
4254,14264.122,-0.19799115085601748
4255,12871.435,-0.18623620462417811
4256,13052.59,0.002517791748047671
4257,9618.629,-0.12179529833793445
4258,19210.922,-0.1362323129177092
4259,12682.245,-0.10706566905975379
4260,15613.375,-0.1516650342941297
4261,9822.843,-0.28526555967330935
4262,14783.305,-0.13755420303344934
4263,9963.767,-0.5873363151550279
4264,11820.655,-0.0725136330127718
4265,17678.584,-0.15023015785217098
4266,10096.334,-0.44247818136214967
4267,12405.557,-0.24480588531493908
4268,10412.35,-0.18190804052352938
4269,14926.7705,-0.1599871692657473
4270,10928.072,-0.10492914581298685
4271,12406.427,-0.12084231233596654
4272,15295.092,-0.10998256993293687
4273,10871.862,-0.0007681021690384426
4274,13319.499,-0.15855610966682399
4275,11636.959,-0.25475213551521136
4276,18706.402,-0.3880222845077519
4277,12901.784,-0.1027029272317872
4278,10480.039,-0.050352651119231595
4279,11967.153,-0.13434840250015156
4280,19116.45,0.19193921518325752
4281,10295.837,-0.09616125321388047
4282,12052.165,-0.13593502879142783
4283,10982.987,-0.1544525001049024
4284,12598.676,-0.09205689883232182
4285,12594.518999999998,-0.09127967405319559
4286,12751.444,-0.06478851699829313
4287,18801.17,-0.04261799502372554
4288,18909.8,-0.18532602310180657
4289,10521.435,-0.2685255675315883
4290,13048.62,-0.15996817445754807
4291,13263.471,-0.35073126316070535
4292,13503.434,-0.036189138889312744
4293,9821.041,-0.1490302343368537
4294,11775.901000000002,-0.16521212863922052
4295,14732.888,-0.21533173227310165
4296,16410.27,-0.015672963857650046
4297,14639.29,-0.18471449089050296
4298,13560.497,-0.46729327011108346
4299,12477.013,-0.9653079299926759
4300,15759.513,0.5366543226242069
4301,12950.258,-0.8073519363403321
4302,11481.865,-0.6473700904846176
4303,12820.803999999998,-1.1358179054260233
4304,12823.963,-1.3504812736511225
4305,11816.355,-0.11675524473190357
4306,13286.165,-0.1657569980621343
4307,15779.943,-0.2546785407066334
4308,12675.139,-0.05337905526161002
4309,9828.487,0.20288315963744985
4310,14198.31,-0.16610597705840924
4311,10734.82,0.12082617473602575
4312,15315.502,0.9840601425170874
4313,11837.674,-1.0396664752960199
4314,10237.531,-1.617095191955566
4315,11102.579,-0.11307049441337647
4316,18812.707,-0.20365380406379607
4317,12454.786,-0.11569277358055174
4318,12406.371,-0.07764717626571738
4319,12005.869,-0.17938998484611446
4320,11792.323,-0.1888963906764971
4321,15010.253,-0.16733774137497193
4322,12679.922,-0.03140314149856671
4323,12223.262,-0.03474055838584711
4324,11816.596,-0.2798940072059626
4325,12976.087,-0.1332059993743897
4326,12119.54,-0.12227530860900693
4327,15325.343,0.42772172331809877
4328,12585.682,-0.06249805068969927
4329,12517.191,-0.10421120977401621
4330,13738.31,-0.1719148664474499
4331,9692.143,-0.17945678806304777
4332,11769.688,-0.14671281194686792
4333,12569.503,-0.1309101560115824
4334,14255.909,-0.22876273894310017
4335,10373.968,-0.13874579215049643
4336,13092.482,-0.18423019504547256
4337,13830.101,-0.28767888069152825
4338,11809.246,-0.06085728311538752
4339,9618.16,-0.12312904453277618
4340,12948.294,-0.2344189829826373
4341,10083.958,-0.1253330478668211
4342,12875.713,-0.22512132382393268
4343,10088.123,-0.17863873100280614
4344,12395.138,-0.12510550069809057
4345,9635.125,-0.1617263200283059
4346,13063.881,-0.12362089991569647
4347,9925.714,-0.13711984920501763
4348,10968.698,-0.20889210867881935
4349,10519.205,-0.14633195948600886
4350,14803.058,-0.21442156243324284
4351,18587.434,-0.6820928153991694
4352,12129.532,-0.8423832759857186
4353,13282.705,0.10334637737274122
4354,13641.854,-0.2610857703685756
4355,13640.734,-0.23353810501098593
4356,11590.868,-0.20085379028320283
4357,10494.358,-0.3025567131042486
4358,15621.965,-0.1328161718845351
4359,12997.071000000002,-0.1533633244037631
4360,19123.037,-0.16670327234268356
4361,18461.906000000006,-0.17263519763946533
4362,9584.338,0.11495614290237555
4363,18515.002,-0.08661405134201061
4364,12595.518999999998,-0.05289805984496887
4365,10473.771,-0.09585081410408058
4366,10868.958,-0.1460120139122001
4367,14266.181,-0.10795634436607493
4368,12868.603,-0.3257214603424057
4369,12284.593,-0.16987087154388547
4370,15119.049,-0.4344241600036636
4371,14247.502,-0.26695976400375443
4372,13473.32,0.071609868049622
4373,10331.741,-0.1618586444854735
4374,15143.552,-0.28958834934234723
4375,10625.582,-0.2941047992706274
4376,12669.817,-0.217411207199099
4377,12471.812,-0.24480588531493908
4378,18877.676,-0.1842523429393772
4379,10200.472,0.25060082006454465
4380,14365.835,0.06096424210071483
4381,12813.399,0.05247817742824523
4382,12796.296,0.00982819795608414
4383,12250.25,0.07832504212855973
4384,12267.194,-0.11684423446655146
4385,9788.283,-0.011778529644013602
4386,13514.547,0.01598503756522973
4387,14699.912,0.48955940246581875
4388,11824.473,-0.17045518350601085
4389,11654.266,-0.15299776697158585
4390,11138.593,-0.1355812256336204
4391,11075.784,-0.1188249287605263
4392,12944.454,-0.1027029272317872
4393,15170.788,-0.13549963688850397
4394,10539.276000000002,-0.050352651119231595
4395,10825.928999999998,-0.05309919071197555
4396,12682.062,0.02735130214691317
4397,14993.207,-0.10967827033996791
4398,10661.985,-0.10471431016922317
4399,12262.262,-0.12188432788848935
4400,15217.339,-0.04798057842254444
4401,15283.023,0.08669942450523394
4402,9677.588,-0.06558702087402501
4403,10202.917,0.036214972853660043
4404,12059.378,-0.13818328070640717
4405,12594.932,-0.09127967405319559
4406,12671.768999999998,-0.2488823118209833
4407,15226.45,-0.3237847228050228
4408,9640.113,-0.12170451021194495
4409,9897.945,-0.04974875116348265
4410,10779.912,-0.23373297023773354
4411,10676.657,-0.402314686298368
4412,12266.042,-0.13747716355323902
4413,10208.71,-0.01496469879150375
4414,11065.202,-0.1573098235130299
4415,10530.934,-0.09589502000808814
4416,10259.49,-0.1364244229793563
4417,13283.14,-0.10682449412345818
4418,11614.648,-0.3238875708580018
4419,17760.31,-0.022481330871579885
4420,11620.411,-0.12080707597732498
4421,14366.633,-0.21965553712844965
4422,12682.046,-0.001380842208861921
4423,12441.008,0.5314227836132037
4424,11826.757,-0.2128629150390644
4425,18388.352,0.16835862302780313
4426,15044.165,-0.2966041536331172
4427,10588.93,-0.158642528533937
4428,15624.5,-0.2929776849746677
4429,12370.79,-0.22251924300193693
4430,11821.044,-0.1550417706966396
4431,10541.318,-0.08232160353660412
4432,10530.484,-0.2892800788879377
4433,15089.038,-0.06373621082305903
4434,13567.501,-0.27995134639740016
4435,10087.896,-0.05403610181808283
4436,11430.708,-0.22394246053695888
4437,10001.542,-0.07014118289947291
4438,10979.28,-0.12293541049957213
4439,13292.262,-0.353700229644776
4440,12634.652,-0.09794967937469679
4441,11644.295,-0.07168839454650566
4442,11243.718,-0.060771153688428114
4443,13073.116000000002,-0.07900876450538519
4444,12678.838,-0.13564194726943946
4445,10405.155,0.6052170076370249
4446,13521.33,0.09493408203124964
4447,13289.601,-0.28048987483978394
4448,9716.133,-0.19098333024978764
4449,9490.837,-0.33340425968169995
4450,12964.307,-0.1749302299022677
4451,9670.11,-0.1272170910835282
4452,11815.145,-0.14363818335533374
4453,12682.094,-0.033413841247558196
4454,13412.99,-0.19925665044784502
4455,13111.703,-0.03385368633270147
4456,13013.223999999998,-0.1625294857025139
4457,10940.028,-0.1343668894767749
4458,12657.101,-0.2110098443031312
4459,9955.908,-0.22788213253021183
4460,10998.982,-0.1439707152843468
4461,12610.552,0.022844179153439725
4462,12285.228,-0.14213754463195905
4463,12383.238,-0.14489231348037634
4464,14847.624,-0.8139695701599123
4465,13206.3545,-0.06553270101547248
4466,10871.84,-0.06427084732055555
4467,12615.433,-0.10664915513992135
4468,13165.655,-0.0492749323844901
4469,15325.916,-0.2772671062946319
4470,11246.998,-0.5102416505813565
4471,19437.957,-0.07719520592689655
4472,10867.07,-0.07277973914146507
4473,9914.071,-0.026711545467378528
4474,15363.044,-0.0629792790412882
4475,12916.083,0.0021237406730634234
4476,13525.768999999998,-0.09035671997070338
4477,11420.383999999998,-0.3234728603363024
4478,10348.112,-0.001855244636537634
4479,10439.251,-0.20381472158432068
4480,12876.671,-0.3740565581321711
4481,9719.654,-0.26787499427795325
4482,12670.185,-0.0965861754417432
4483,19264.502,-0.114731015682219
4484,13509.847,-0.074699313163757
4485,12196.878,-0.11122270417213365
4486,12650.709,-0.22025124716758704
4487,11726.647,-0.24142363071441686
4488,12591.451,-0.190461835384367
4489,12262.4,-0.23656601548194978
4490,19571.447,0.4949884583950013
4491,12681.208,-0.1629203763008107
4492,12679.949,-0.19596980333328062
4493,12434.473,-0.21105397915840385
4494,13461.645,0.13022938275337026
4495,12583.9375,-0.11165248632431002
4496,9815.61,0.011314141988755466
4497,10948.414,-0.16083140110969296
4498,11820.283,-0.05184925079345781
4499,10682.102,-0.16008344078063885
4500,12070.71,-0.17061885023117007
4501,12967.737,-0.10453485655784789
4502,18094.367,0.02958536148071289
4503,9946.9,-0.06825810575485214
4504,13433.345,-0.19334970378875838
4505,12034.137,-0.19719583034515153
4506,13037.187,-0.2582844781875604
4507,12632.146,-0.07045346641540462
4508,14847.62,-0.07180674886703642
4509,13111.431,-0.06552450609207128
4510,10153.938,-0.3347794246673583
4511,12816.859,-0.06752137327194419
4512,9751.633,-0.22186790418624724
4513,9659.994,-0.19275194454193034
4514,12883.027,-0.24135910034179808
4515,12514.006,-0.04861556434631531
4516,12469.856000000002,-0.12424486637115528
4517,12004.632,-0.10219317388534499
4518,12678.299,-0.06251862144470266
4519,15093.764,-0.2585562291145358
4520,19276.502,0.09718496775627194
4521,19261.945,0.033428223371505084
4522,10220.587,-0.195008902549743
4523,12594.947,-0.22702024984359603
4524,13550.74,0.3272462816238395
4525,19774.72,-0.338327876091002
4526,12673.8955,-0.0485860762596122
4527,14242.089,-0.3086215314865104
4528,11742.546,-0.2362854938507084
4529,14623.677,-0.08983023214340058
4530,13205.366000000002,0.1573775005340572
4531,15613.159,-0.27086682987213173
4532,9594.911,-0.21941980791091886
4533,13073.761,0.9699133429527267
4534,13573.001,-0.3913584008216855
4535,12813.732,-0.015666286945341668
4536,15868.495,-0.10728133106231574
4537,12768.223999999998,0.07349549674987976
4538,9506.841,-0.039001579284668964
4539,9908.527,-0.07843937730789108
4540,14251.858,-0.16946900844573776
4541,12676.196000000002,-0.1039734213352208
4542,12299.35,-0.18598772573471045
4543,12348.641,-0.0669069640636426
4544,13111.984,-0.20424433612823378
4545,10879.69,-0.31636299180984473
4546,10355.732,-0.22711106014251925
4547,12492.111,-0.20714233303069918
4548,13058.282,-0.23682161569595195
4549,9750.89,-0.16189828586578336
4550,11250.461,-0.29871687650680556
4551,11626.793,-0.2167566990852361
4552,14841.764,-0.18732016873359747
4553,12680.595,-0.033413841247558196
4554,11009.101,-0.23235450458526685
4555,19049.8,0.0902209067344657
4556,13403.108,-0.19925665044784502
4557,10256.199,-0.15231359219551166
4558,11712.607,-0.24892357921600272
4559,11437.288,-0.05928378438949444
4560,9600.025,-0.09476022601127632
4561,15335.156,-0.13241735029220614
4562,10142.015,-0.06162854623794445
4563,13040.623,-0.12726878499984906
4564,12648.784,-0.28759526109695344
4565,11637.008999999998,-0.23949305820465128
4566,12377.72,-0.14227255630493296
4567,19448.865,-0.14254817438125578
4568,14720.335,-0.05531672358512907
4569,12829.486,-0.046965363740920196
4570,13088.966,-1.2757931747436508
4571,10926.2295,-0.1980304546356173
4572,9647.228,-0.10846564865112285
4573,10034.018,-0.11736370611190772
4574,13160.819,-0.0653317649364471
4575,12678.522,-0.09075926613807894
4576,9966.49,-0.13674684333801146
4577,11050.143999999998,-0.05313961362838704
4578,18212.172,0.018592232227327088
4579,18412.512,-0.16826708555221614
4580,12730.941,-0.3766041140556311
4581,13651.658,-0.3117637047767641
4582,12441.844,-0.07656639528274489
4583,17728.553,-0.2056786270141604
4584,11311.031,-0.19510455274582128
4585,18820.4,-0.5298639736175534
4586,12566.954,-0.5916636428833009
4587,10587.214,-0.18428036260604763
4588,13560.755,-0.11954672408104017
4589,13455.002,-0.08541212701797285
4590,11604.883,-0.1300842733383174
4591,9651.125,-0.17222236824035697
4592,18093.87,0.6552272915840156
4593,15153.774,-0.2740937027931203
4594,18395.3,-0.09193290853500535
4595,12287.323,-0.25068866443634086
4596,12567.813999999997,0.05494665098190055
4597,13713.12,0.41037192201614303
4598,13104.544,-0.11438383340835578
4599,12107.909,-0.1378034770488732
4600,13013.081,-0.1512606701850867
4601,11515.204,0.41146099349111154
4602,12479.663,0.6131227752268309
4603,13514.878,0.4542749317735453
4604,13494.556,0.6462885944992323
4605,18096.168,0.6352255831584355
4606,17560.576,0.317813671737909
4607,11720.796,0.657773281231524
4608,10154.041,-0.029472659945488644
4609,12294.2295,-0.032275036811830304
4610,15051.841,-0.08782162404060223
4611,13039.938,-0.15248304772376997
4612,12754.387,-0.09109130787849473
4613,12569.793,-0.0133619059324257
4614,12198.541,-0.08560602331161782
4615,12343.97,-0.06645184832811246
4616,11320.344,0.372350409507753
4617,10144.295,-0.062013531923293286
4618,12682.014,-0.06812558197974994
4619,12750.184,0.3699005198478691
4620,11409.266,0.5471248621940603
4621,12570.598999999998,0.6594893176555612
4622,12362.678999999998,-0.016616145610809596
4623,10494.227,-0.04541377544403069
4624,9749.162,0.41320614773034947
4625,11632.063999999997,0.0025849037170413425
4626,13016.085,-0.05681173226237313
4627,11747.104,-0.08062445998191947
4628,14495.211,-0.13048794353008297
4629,18441.623,-0.0667611540555928
4630,10280.28,-0.029038290619848084
4631,13120.348999999998,-0.14295674812793635
4632,12049.617,-0.07342680680751634
4633,9816.936,0.007345451772213352
4634,9654.927,-0.052173704862592984
4635,12312.328,-0.019426373958587817
4636,11827.338,-0.07410979831218789
4637,13413.7,-0.07765379476547096
4638,9979.117,-0.06412152040004848
4639,12704.837,-0.06634913146495869
4640,14525.497,0.563187862899154
4641,11790.528,0.17304279438406311
4642,12729.325,-0.30391028022765987
4643,15045.3,-0.1897343778610221
4644,13820.2295,-0.09481427621841476
4645,13486.196000000002,-0.14474955749511764
4646,10757.755,-0.510466999053957
4647,10375.314,-0.44610321903229
4648,10085.4,-0.09162447881698554
4649,12525.476,0.003215586662292935
4650,16891.61,-0.31132811689376894
4651,11619.503,-0.308800095081331
4652,11802.069,-0.006746005535125832
4653,17535.805,-1.1921995143890385
4654,13186.391,-0.2534949359893801
4655,9735.755,-0.2955164055824273
4656,12966.223,-0.22209620523452855
4657,11822.611,-0.11443542385101324
4658,14742.247,-0.14340871143341083
4659,13029.671,-0.00874488854408284
4660,12709.558,-0.02828708291053772
4661,11384.671,-0.8572965784072899
4662,10923.956,-0.0359146370887764
4663,11766.235,-0.05537519145011771
4664,15308.257,0.12494744086265719
4665,12421.995,-0.15122741913795323
4666,15084.885,-0.23181086945533913
4667,10897.197,-0.16354035711288617
4668,12274.143999999998,-0.10800040864944371
4669,9705.07,-0.05386627984046832
4670,13683.917,-0.21439553761482166
4671,11263.345,-0.14481333541870178
4672,13655.043,-0.1905532150268563
4673,10716.02,-0.17671999597549615
4674,11620.313,-0.17004200935363833
4675,13034.633999999998,-0.14459086084366035
4676,12877.013,-0.14440315532684167
4677,13820.021,-0.07256627988815367
4678,12812.893999999998,-0.05416613364219636
4679,10544.624,-0.013255929708479997
4680,14231.98,-0.20599594640731844
4681,13418.513,-0.17647817564010637
4682,9549.516,-0.12842894816398776
4683,14679.735,-0.1540533742904664
4684,10074.941,-0.156423089981077
4685,12373.217,-0.27071033382416054
4686,12047.2705,-0.19879356908798407
4687,10936.523,-0.0034428396224974733
4688,10388.051,-0.1580307426452645
4689,11819.588,-0.27949202871322676
4690,11834.86,-0.10328804397583191
4691,12560.265,-0.22233459043502712
4692,14611.841,-0.14236585521698153
4693,12878.694,-0.1717046952247614
4694,11820.862,-0.06282109212875397
4695,12731.36,-0.2210385484695454
4696,9621.906,-0.2359770598411579
4697,10947.153,-0.15214519691467032
4698,9830.95,-0.15647963285446131
4699,11775.125,-0.16581310415267936
4700,14430.7705,-0.04163370275497691
4701,9832.613,-0.2181617882251743
4702,13246.657,-0.15858208870887935
4703,14883.69,-0.2102550859451302
4704,11294.503,-0.12800132369995154
4705,12662.691,-0.16097138237953246
4706,9951.232,-0.13143031525611626
4707,9577.538,-0.14426585769653144
4708,9909.076,-0.18257122540474136
4709,12285.277,-0.1887415006160751
4710,11816.187,-0.06144456386566155
4711,15146.91,-0.12034616613388138
4712,19445.59,0.6448387749195099
4713,11611.367,-0.1681158692836764
4714,13132.083,-0.2582887022495264
4715,9746.774,-0.13094970917701687
4716,13038.323,-0.10718504047393651
4717,16947.762,0.39431289005279524
4718,12120.017,0.007834976673128935
4719,12771.693,-0.28298040032386673
4720,11009.984,-0.29878457260131697
4721,12252.598,-0.24026954865455608
4722,14260.897,-0.22129400563239976
4723,12899.956,-0.2710687952041635
4724,13442.118,0.036152812480928276
4725,14292.031,0.03539247417450042
4726,11382.297,-0.1368199110031103
4727,14678.714,-0.08112951421737868
4728,9699.981,0.0784346952438355
4729,10284.2,-0.13085221409797754
4730,13114.726,-0.1669698498249037
4731,13506.111,0.04526614046096711
4732,9879.915,-0.08972930026054371
4733,9829.278,-0.06702963495254544
4734,10879.85,-0.1621727983951562
4735,18790.822,-0.11245492076873731
4736,12527.464,-0.05359849596023558
4737,12783.633999999998,-0.15068804526328883
4738,15293.424,-0.3006170072555552
4739,12940.55,-0.29783082008361994
4740,15347.454,-0.19157608222961287
4741,11635.03,-0.04717117166518925
4742,10034.639,-0.3434506611824055
4743,12293.542,-0.33524841976165476
4744,14858.842,0.024787321090697034
4745,16157.58,-0.10538673782348695
4746,19630.113,-0.1487615003585816
4747,11807.094,0.1425024678707114
4748,11237.208,-0.032701014399528106
4749,11402.196000000002,-0.21989899706840532
4750,12594.428,-0.2144267604351029
4751,18899.508,-0.13092190885543786
4752,12526.512,-0.10617443358898271
4753,9699.821,-0.06045653414726182
4754,18655.842,-0.2255958147048922
4755,14257.329,-0.3014904313087463
4756,10086.587,-0.18401057243347196
4757,11691.906,-0.20768708324432517
4758,13422.981000000002,-0.2521957178115848
4759,19495.002,-0.28458876323699833
4760,11815.462,-0.1780114870071401
4761,10085.951,-0.11620725488662842
4762,12597.542,-0.03489093351364225
4763,12679.233,-0.11211465167999712
4764,12652.415,-0.1612218618392962
4765,11812.16,-0.10716680455207772
4766,12098.11,-0.16521212863922052
4767,12679.572,-0.6225526685714726
4768,10158.978,-0.21039832878112819
4769,9928.201,-0.218338443279265
4770,13252.142,-0.006746005535125832
4771,12308.981000000002,-0.40459026908874485
4772,11696.642,-1.1008578948974606
4773,11267.152,-0.020551605939864714
4774,17976.604,-0.09102130174636969
4775,11967.753,-0.3132702221870449
4776,14147.413,0.058048458576200446
4777,12959.586,-0.40486562633514467
4778,10295.522,-1.034389347076413
4779,11506.075,-0.48846860408782966
4780,12605.741000000002,0.571086573600768
4781,18370.686,-0.09672695398330866
4782,12593.771,0.08358680891990566
4783,12477.85,-0.05304516649246516
4784,17684.736,0.14535937285423373
4785,12362.062,-0.4824590768814083
4786,11817.444,-0.1340560688972463
4787,10185.277,-0.10739875602722115
4788,10528.186000000003,-0.40629915142059403
4789,10921.491000000002,-0.13291012644767797
4790,10359.99,-0.13228270983695722
4791,14926.845,-0.037769138813020575
4792,12241.848,-0.19989416289329398
4793,9637.166,-0.013255867719648151
4794,13340.538,-0.11652819514274704
4795,9982.625,-0.1521766724586513
4796,13100.807,-0.10679313540458679
4797,14375.265,-0.13713181161880428
4798,9725.364,-0.08210502862930369
4799,13528.816,-0.07686630702019137
4800,11753.964,-0.16468392753601258
4801,12582.569,-0.15797756862640178
4802,13056.643999999998,-0.24762883329391627
4803,11318.846,-0.11079283761978154
4804,12817.912,-0.2398569686412788
4805,12041.169,-0.11509233593940849
4806,12454.168,-0.16702288341522475
4807,13953.681,-0.0778205928802489
4808,12340.447,-0.08893991065025197
4809,12120.747,-0.08958266711234941
4810,10136.146,-0.020835082769393054
4811,13064.749,0.08989151573181076
4812,12493.494,-0.09921215295791619
4813,12384.835,-0.23890991377830417
4814,12807.798,-0.1011758699417129
4815,12669.625,-0.12034565472602843
4816,18842.729,-0.07954685235023362
4817,10292.056,-0.16507384610176246
4818,12916.647,-0.6303915061950693
4819,12641.914,-0.8423832759857186
4820,10415.195,0.13599235224723571
4821,9920.533,-0.041705156087875395
4822,10209.694,-0.2701063756942741
4823,12333.501,-0.12327687239646856
4824,10618.264,-0.15723217988014326
4825,12829.534,-0.2858260011672975
4826,11342.526000000002,-0.14065627741813636
4827,9522.548,-0.26185556840896673
4828,14189.898,-0.21770501375198315
4829,14959.913,-0.30245880389213653
4830,12880.404,-0.09267013883590458
4831,10326.786,-0.01680916666984622
4832,9604.086,-0.18195581650733672
4833,12167.495,-0.09570638370513684
4834,12976.767,-0.063904006481172
4835,14764.241000000002,-0.2857872304916409
4836,15083.958,-0.1250088942050933
4837,13245.67,-0.26205297756195023
4838,12704.392,-0.19946304988860852
4839,13187.755,-0.28628648090362674
4840,11389.943,-0.46886439514160116
4841,11622.563,-0.3370218629837005
4842,18025.598,-0.12169715547561566
4843,12828.448,-0.20258523869514455
4844,12678.558,0.3930950207710282
4845,15052.038,-0.13543811297416752
4846,11556.553999999998,-0.251434992551804
4847,12549.115,-0.22209223151206814
4848,12826.848,-0.12239571261405935
4849,10928.989,-0.15961777138710076
4850,13462.593,-0.20126415348052973
4851,18706.646,-0.18532602310180657
4852,10925.813,-0.3686898975372319
4853,15354.494,-0.29127729034423844
4854,12280.539,-0.1999896955490108
4855,13337.685,-0.23824521541595445
4856,13502.515,-0.036189138889312744
4857,12592.69,-0.10987120151519747
4858,12012.083,-0.3359258003234853
4859,11817.133,-0.1326063976287859
4860,11819.406,-0.10716680455207772
4861,12937.263,-0.16521212863922052
4862,13998.704,-0.653686467170715
4863,10534.657,-0.2978221664428702
4864,10095.198,-0.5082977542877174
4865,11486.14,-0.2587677955627452
4866,16077.167,-0.015672963857650046
4867,12665.151000000002,0.011272944927215534
4868,13968.751,-0.021846731185915402
4869,10527.965,-1.4598164577484134
4870,12242.053,-0.36528563737869213
4871,17803.154,-0.9073835487365702
4872,10060.538,-1.1854351825714122
4873,12495.249,-1.042366304397584
4874,13312.261,-0.16575808286667026
4875,17731.72,-0.23700139141082843
4876,11805.303999999998,-0.1345658087730417
4877,12676.286,-1.2073037509918212
4878,9895.427,-0.13623922157287538
4879,12169.311000000003,-0.18658617544174128
4880,19882.184,-0.01797955751419167
4881,13051.516,0.012587797880170726
4882,12106.516,-0.08979472613334849
4883,9903.729,-0.14518441486358746
4884,19362.238,-0.22641460418701342
4885,12521.172,-0.5155777854919421
4886,13292.992,-0.09876489496231144
4887,10352.993,-0.12759198665618854
4888,9609.25,-0.17202245235443314
4889,11124.49,-0.12143437361717346
4890,11083.88,-0.18111007785797106
4891,15098.977,-0.24386838436126723
4892,11829.104,0.07631161260605168
4893,11238.196000000002,-0.19030422759056087
4894,12677.374,-0.12486798787116804
4895,9625.907,-0.06298700714111405
4896,13210.78,-0.14757499599456914
4897,11822.142,-0.1625481443405139
4898,13014.71,-0.2653852424621572
4899,9510.118,-0.21073883295059126
4900,10720.822,-0.3034004163742061
4901,9539.992,-0.11214711236953612
4902,11305.391,-0.2852602374553683
4903,12679.162,0.043238688468932196
4904,12677.419,-0.1342158303260792
4905,13636.862,-0.17016164946556245
4906,10625.11,-0.18801044654846244
4907,12776.593,-0.22648615741730005
4908,10097.593,-0.14766059970855494
4909,11823.121,-0.0662139434814435
4910,12683.342,-0.1804873116016399
4911,12816.162,-0.1879744205474836
4912,9722.628,-0.15380640316009497
4913,10161.561,-0.17470793247222893
4914,12972.493,-0.1914464054107654
4915,12136.402,-0.13719620537757926
4916,9928.441,-0.14178972959518354
4917,10263.437,-0.1660093312263502
4918,9885.083,-0.21629439377784898
4919,12782.209,-0.0705013742446905
4920,12674.377,-0.15878321290016295
4921,12646.755,-0.8423832759857186
4922,10485.464,-0.497733205795285
4923,12891.565,-0.2710687952041635
4924,11249.431,-0.11917626214027344
4925,10963.975,-0.1461039710044858
4926,12597.795,-0.2278017473220828
4927,9525.255,-0.10566590142250121
4928,9868.776,-0.24102393746376016
4929,10430.659,-0.14556321549415507
4930,9590.535,-0.08312395071983225
4931,12967.251,-0.1367177567481992
4932,9657.618,-0.07433550381660403
4933,13934.008999999998,-0.09605600023269822
4934,12809.664,-0.14285568785667202
4935,12669.984,-0.1117716259956385
4936,14218.417,-0.09606476569175548
4937,12596.821000000002,-0.14592440915107474
4938,11752.84,0.08439663481712323
4939,18771.705,-0.1681892600059509
4940,16374.812,0.43696854400634777
4941,13112.353,-0.17759271764755447
4942,14246.239,-0.18520359468460157
4943,12247.042,-0.10706566905975379
4944,11205.788,-0.24194339418411204
4945,19462.89,-0.3619451608657833
4946,12170.792,0.1352062926292401
4947,18113.896,0.4489141340255731
4948,10979.015,-0.24480588531493908
4949,10883.419,-0.08064077138900849
4950,15043.943,-0.16415633606910518
4951,12985.866000000002,-0.2562692818641672
4952,12675.613,-0.13634152364730667
4953,13090.364,-0.2038062398433702
4954,13080.633999999998,0.12062235057353732
4955,9633.142,-0.11429195189476005
4956,14255.258999999998,-0.184461288690569
4957,10201.687,-0.1368582189083103
4958,12553.607,-0.060198559522630646
4959,9815.586,-0.24201693153381498
4960,13079.182,-0.11882440185546628
4961,11822.712,-0.09119980263709948
4962,12933.196000000002,0.6713655627965895
4963,14794.341,-0.13545791840553179
4964,12364.079,0.0586720292568188
4965,14266.741000000002,-0.12885539197921503
4966,10961.032,-0.1506977133750933
4967,15160.597,-0.04798057842254444
4968,11623.608,-0.1893138899803155
4969,9726.7705,0.06532963418960414
4970,19148.486,-0.10981273562461169
4971,10525.629,-0.12290536352247017
4972,11491.101,0.12250110686570181
4973,15435.66,0.44985998883843514
4974,13011.279,0.6332077113091952
4975,13018.908,-0.08948174953460608
4976,10328.934,-0.14775590443611009
4977,12715.988,-0.10728489232063332
4978,10286.457,-0.08707449388503896
4979,9796.09,-0.028791956901548232
4980,19075.004,-0.07677731895446627
4981,9636.595,0.5604888975620241
4982,10003.322,0.022001177310945863
4983,10756.64,-0.012632150530814457
4984,9733.955,-0.06700968980789312
4985,12381.012,-0.00551556217670246
4986,12060.709,-0.06302847790718147
4987,12880.434,-0.11791124176979118
4988,9957.747,-0.019476417064666407
4989,13494.209,-0.14295674812793635
4990,11260.479,-0.08062445998191947
4991,16732.152,-0.12160823547840138
4992,14989.218,-0.11817811477184392
4993,11202.681,-0.03706243562698397
4994,14925.687,-0.026546924710272535
4995,9936.174,-0.05792574608325829
4996,12521.628,-0.08821310770511737
